DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,10014.992,2025-03-06T08:37:33.295Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,6313,2025-03-06T08:37:33.296Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10016.088,2025-03-06T08:37:34.044Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,6544,2025-03-06T08:37:34.044Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10017.184,2025-03-06T08:37:34.703Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,6775,2025-03-06T08:37:34.703Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10018.379,2025-03-06T08:37:35.413Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,7027,2025-03-06T08:37:35.414Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10019.475,2025-03-06T08:37:36.117Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,7258,2025-03-06T08:37:36.117Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10020.57,2025-03-06T08:37:36.821Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,7489,2025-03-06T08:37:36.821Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10021.666,2025-03-06T08:37:37.526Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,7720,2025-03-06T08:37:37.526Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10022.861,2025-03-06T08:37:38.230Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,7972,2025-03-06T08:37:38.231Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10023.957,2025-03-06T08:37:38.935Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,8203,2025-03-06T08:37:38.935Z
