DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,27194.123,2025-03-06T11:37:36.057Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,23598,2025-03-06T11:37:36.058Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27195.219,2025-03-06T11:37:36.762Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,23829,2025-03-06T11:37:36.762Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27196.314,2025-03-06T11:37:37.466Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,24060,2025-03-06T11:37:37.466Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27197.51,2025-03-06T11:37:38.170Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,24312,2025-03-06T11:37:38.170Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27198.605,2025-03-06T11:37:38.922Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,24543,2025-03-06T11:37:38.922Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27199.701,2025-03-06T11:37:39.580Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,24774,2025-03-06T11:37:39.580Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27200.797,2025-03-06T11:37:40.284Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,25005,2025-03-06T11:37:40.284Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27201.992,2025-03-06T11:37:40.989Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,25257,2025-03-06T11:37:40.989Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27203.088,2025-03-06T11:37:41.693Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,25488,2025-03-06T11:37:41.693Z
