DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,10815.154,2025-03-06T08:45:56.338Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21602,2025-03-06T08:45:56.338Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10816.25,2025-03-06T08:45:57.042Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21371,2025-03-06T08:45:57.042Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10817.346,2025-03-06T08:45:57.794Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21140,2025-03-06T08:45:57.795Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20909,2025-03-06T08:45:58.449Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10818.441,2025-03-06T08:45:58.449Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10819.637,2025-03-06T08:45:59.154Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20657,2025-03-06T08:45:59.154Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10820.732,2025-03-06T08:45:59.858Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20426,2025-03-06T08:45:59.859Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10821.828,2025-03-06T08:46:00.564Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20195,2025-03-06T08:46:00.564Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10823.023,2025-03-06T08:46:01.267Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-19943,2025-03-06T08:46:01.267Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-19712,2025-03-06T08:46:01.971Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10824.119,2025-03-06T08:46:01.971Z
