DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,15653.779,2025-03-06T09:36:38.231Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,15454,2025-03-06T09:36:38.231Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,15654.875,2025-03-06T09:36:38.935Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,15685,2025-03-06T09:36:38.936Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,15655.971,2025-03-06T09:36:39.682Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,15916,2025-03-06T09:36:39.682Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,15657.166,2025-03-06T09:36:40.343Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,16168,2025-03-06T09:36:40.344Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,15658.262,2025-03-06T09:36:41.059Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,16399,2025-03-06T09:36:41.059Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,15659.357,2025-03-06T09:36:41.762Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,16630,2025-03-06T09:36:41.762Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,15660.453,2025-03-06T09:36:42.466Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,16861,2025-03-06T09:36:42.466Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,15661.648,2025-03-06T09:36:43.211Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,17113,2025-03-06T09:36:43.212Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,15662.744,2025-03-06T09:36:43.874Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,17344,2025-03-06T09:36:43.874Z
