DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,10925.92,2025-03-06T08:47:06.059Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,1750,2025-03-06T08:47:06.059Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10927.016,2025-03-06T08:47:06.763Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,1981,2025-03-06T08:47:06.763Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10928.111,2025-03-06T08:47:07.467Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,2212,2025-03-06T08:47:07.467Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10929.307,2025-03-06T08:47:08.170Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,2464,2025-03-06T08:47:08.171Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10930.402,2025-03-06T08:47:08.880Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,2695,2025-03-06T08:47:08.880Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10931.498,2025-03-06T08:47:09.583Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,2926,2025-03-06T08:47:09.583Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10932.594,2025-03-06T08:47:10.287Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,3157,2025-03-06T08:47:10.287Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10933.789,2025-03-06T08:47:10.991Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,3409,2025-03-06T08:47:10.991Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,3640,2025-03-06T08:47:11.694Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,10934.885,2025-03-06T08:47:11.695Z
