DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,9876.535,2025-03-06T08:36:06.284Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22877,2025-03-06T08:36:06.285Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9877.631,2025-03-06T08:36:06.988Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22646,2025-03-06T08:36:06.989Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9878.727,2025-03-06T08:36:07.693Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22415,2025-03-06T08:36:07.693Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9879.922,2025-03-06T08:36:08.437Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22163,2025-03-06T08:36:08.438Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9881.018,2025-03-06T08:36:09.102Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21932,2025-03-06T08:36:09.102Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9882.113,2025-03-06T08:36:09.808Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21701,2025-03-06T08:36:09.808Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9883.209,2025-03-06T08:36:10.558Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21470,2025-03-06T08:36:10.558Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9884.404,2025-03-06T08:36:11.215Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21218,2025-03-06T08:36:11.215Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9885.5,2025-03-06T08:36:11.968Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20987,2025-03-06T08:36:11.968Z
