DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,6515.6055,2025-03-06T08:00:57.260Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8820,2025-03-06T08:00:57.260Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6516.7065,2025-03-06T08:00:57.965Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8589,2025-03-06T08:00:57.965Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6517.8076,2025-03-06T08:00:58.668Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8358,2025-03-06T08:00:58.669Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6518.9087,2025-03-06T08:00:59.372Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8127,2025-03-06T08:00:59.372Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6520.11,2025-03-06T08:01:00.076Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-7875,2025-03-06T08:01:00.077Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6521.211,2025-03-06T08:01:00.781Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-7644,2025-03-06T08:01:00.781Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6522.312,2025-03-06T08:01:01.525Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-7413,2025-03-06T08:01:01.525Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6523.413,2025-03-06T08:01:02.188Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-7182,2025-03-06T08:01:02.189Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6524.514,2025-03-06T08:01:02.934Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-6951,2025-03-06T08:01:02.934Z
