DatapointId,Value,Timestamp
[28704] s_Demo_Dynamic_Scalar_Int16_28704,30843,2025-03-06T09:21:06.865Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,14172.488,2025-03-06T09:21:06.865Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,14173.584,2025-03-06T09:21:07.519Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31074,2025-03-06T09:21:07.519Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,14174.68,2025-03-06T09:21:08.223Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31305,2025-03-06T09:21:08.224Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,14175.875,2025-03-06T09:21:08.926Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31557,2025-03-06T09:21:08.928Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,14176.971,2025-03-06T09:21:09.629Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31788,2025-03-06T09:21:09.630Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,14178.066,2025-03-06T09:21:10.375Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32019,2025-03-06T09:21:10.375Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,14179.162,2025-03-06T09:21:11.036Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32250,2025-03-06T09:21:11.036Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,14180.357,2025-03-06T09:21:11.739Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32502,2025-03-06T09:21:11.739Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,14181.453,2025-03-06T09:21:12.485Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32733,2025-03-06T09:21:12.485Z
