DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,27224.404,2025-03-06T11:37:55.117Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,29982,2025-03-06T11:37:55.117Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27225.5,2025-03-06T11:37:55.821Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,30213,2025-03-06T11:37:55.821Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27226.695,2025-03-06T11:37:56.524Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,30465,2025-03-06T11:37:56.524Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,30696,2025-03-06T11:37:57.228Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27227.791,2025-03-06T11:37:57.228Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27228.887,2025-03-06T11:37:57.931Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,30927,2025-03-06T11:37:57.932Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27230.082,2025-03-06T11:37:58.636Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31179,2025-03-06T11:37:58.636Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27231.178,2025-03-06T11:37:59.340Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31410,2025-03-06T11:37:59.340Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27232.273,2025-03-06T11:38:00.092Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31641,2025-03-06T11:38:00.092Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,27233.37,2025-03-06T11:38:00.748Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31872,2025-03-06T11:38:00.748Z
