DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,12932.252,2025-03-06T09:08:07.316Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31516,2025-03-06T09:08:07.316Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,12933.348,2025-03-06T09:08:08.019Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31747,2025-03-06T09:08:08.019Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31978,2025-03-06T09:08:08.723Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,12934.443,2025-03-06T09:08:08.723Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,12935.539,2025-03-06T09:08:09.426Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32209,2025-03-06T09:08:09.426Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,12936.734,2025-03-06T09:08:10.149Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32461,2025-03-06T09:08:10.149Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,12937.83,2025-03-06T09:08:10.852Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32692,2025-03-06T09:08:10.853Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,12938.926,2025-03-06T09:08:11.603Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-32613,2025-03-06T09:08:11.603Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,12940.121,2025-03-06T09:08:12.261Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-32361,2025-03-06T09:08:12.261Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,12941.217,2025-03-06T09:08:12.965Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-32130,2025-03-06T09:08:12.965Z
