DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,6140.2393,2025-03-06T07:57:02.059Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22034,2025-03-06T07:57:02.059Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6141.3403,2025-03-06T07:57:02.761Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21803,2025-03-06T07:57:02.761Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6142.4414,2025-03-06T07:57:03.465Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21572,2025-03-06T07:57:03.466Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6143.5425,2025-03-06T07:57:04.169Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21341,2025-03-06T07:57:04.169Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6144.7437,2025-03-06T07:57:04.921Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21089,2025-03-06T07:57:04.921Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6145.8447,2025-03-06T07:57:05.577Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20858,2025-03-06T07:57:05.577Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6146.946,2025-03-06T07:57:06.287Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20627,2025-03-06T07:57:06.287Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6148.047,2025-03-06T07:57:06.990Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20396,2025-03-06T07:57:06.990Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,6149.248,2025-03-06T07:57:07.741Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20144,2025-03-06T07:57:07.741Z
