DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,29345.486,2025-03-06T12:00:08.709Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,18404,2025-03-06T12:00:08.709Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29346.582,2025-03-06T12:00:09.417Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,18635,2025-03-06T12:00:09.418Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29347.678,2025-03-06T12:00:10.121Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,18866,2025-03-06T12:00:10.121Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29348.773,2025-03-06T12:00:10.824Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,19097,2025-03-06T12:00:10.824Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29349.969,2025-03-06T12:00:11.528Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,19349,2025-03-06T12:00:11.528Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29351.064,2025-03-06T12:00:12.232Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,19580,2025-03-06T12:00:12.232Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29352.16,2025-03-06T12:00:12.935Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,19811,2025-03-06T12:00:12.935Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29353.355,2025-03-06T12:00:13.638Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,20063,2025-03-06T12:00:13.638Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29354.451,2025-03-06T12:00:14.341Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,20294,2025-03-06T12:00:14.342Z
