DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,31411.783,2025-03-06T12:21:47.941Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-4724,2025-03-06T12:21:47.942Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,31412.879,2025-03-06T12:21:48.645Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-4493,2025-03-06T12:21:48.645Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-4262,2025-03-06T12:21:49.348Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,31413.975,2025-03-06T12:21:49.349Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,31415.07,2025-03-06T12:21:50.052Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-4031,2025-03-06T12:21:50.053Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,31416.266,2025-03-06T12:21:50.756Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-3779,2025-03-06T12:21:50.756Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-3548,2025-03-06T12:21:51.460Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,31417.361,2025-03-06T12:21:51.460Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,31418.457,2025-03-06T12:21:52.163Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-3317,2025-03-06T12:21:52.163Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,31419.553,2025-03-06T12:21:52.867Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-3086,2025-03-06T12:21:52.867Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,31420.748,2025-03-06T12:21:53.571Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-2834,2025-03-06T12:21:53.571Z
