DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,29516.715,2025-03-06T12:01:56.419Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-11033,2025-03-06T12:01:56.420Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29517.81,2025-03-06T12:01:57.124Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-10802,2025-03-06T12:01:57.124Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29518.906,2025-03-06T12:01:57.869Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-10571,2025-03-06T12:01:57.870Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29520.102,2025-03-06T12:01:58.532Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-10319,2025-03-06T12:01:58.533Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29521.197,2025-03-06T12:01:59.237Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-10088,2025-03-06T12:01:59.237Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29522.293,2025-03-06T12:01:59.940Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-9857,2025-03-06T12:01:59.940Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29523.389,2025-03-06T12:02:00.644Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-9626,2025-03-06T12:02:00.644Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29524.584,2025-03-06T12:02:01.389Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-9374,2025-03-06T12:02:01.390Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29525.68,2025-03-06T12:02:02.060Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-9143,2025-03-06T12:02:02.061Z
