DatapointId,Value,Timestamp
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28049,2025-03-06T11:50:51.075Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28458.664,2025-03-06T11:50:51.075Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28459.76,2025-03-06T11:50:51.778Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28280,2025-03-06T11:50:51.778Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28460.855,2025-03-06T11:50:52.482Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28511,2025-03-06T11:50:52.482Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28461.951,2025-03-06T11:50:53.185Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28742,2025-03-06T11:50:53.186Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28463.146,2025-03-06T11:50:53.889Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28994,2025-03-06T11:50:53.889Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28464.242,2025-03-06T11:50:54.640Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,29225,2025-03-06T11:50:54.640Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28465.338,2025-03-06T11:50:55.298Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,29456,2025-03-06T11:50:55.298Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,29687,2025-03-06T11:50:56.002Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28466.434,2025-03-06T11:50:56.002Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28467.629,2025-03-06T11:50:56.707Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,29939,2025-03-06T11:50:56.707Z
