DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,9826.133,2025-03-06T08:35:34.596Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32033,2025-03-06T08:35:34.596Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9827.328,2025-03-06T08:35:35.349Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32285,2025-03-06T08:35:35.349Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9828.424,2025-03-06T08:35:36.005Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32516,2025-03-06T08:35:36.005Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32747,2025-03-06T08:35:36.709Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9829.52,2025-03-06T08:35:36.709Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9830.615,2025-03-06T08:35:37.414Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-32558,2025-03-06T08:35:37.414Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9831.811,2025-03-06T08:35:38.118Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-32306,2025-03-06T08:35:38.118Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9832.906,2025-03-06T08:35:38.823Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-32075,2025-03-06T08:35:38.823Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9834.002,2025-03-06T08:35:39.528Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-31844,2025-03-06T08:35:39.528Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9835.197,2025-03-06T08:35:40.231Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-31592,2025-03-06T08:35:40.232Z
