DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,11832.963,2025-03-06T08:56:36.428Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-3632,2025-03-06T08:56:36.428Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,11834.059,2025-03-06T08:56:37.087Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-3401,2025-03-06T08:56:37.088Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,11835.254,2025-03-06T08:56:37.791Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-3149,2025-03-06T08:56:37.792Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,11836.35,2025-03-06T08:56:38.496Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-2918,2025-03-06T08:56:38.496Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-2687,2025-03-06T08:56:39.200Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,11837.445,2025-03-06T08:56:39.200Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,11838.541,2025-03-06T08:56:39.948Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-2456,2025-03-06T08:56:39.948Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,11839.637,2025-03-06T08:56:40.648Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-2225,2025-03-06T08:56:40.648Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-1973,2025-03-06T08:56:41.316Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,11840.832,2025-03-06T08:56:41.317Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,11841.928,2025-03-06T08:56:42.020Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-1742,2025-03-06T08:56:42.020Z
