DatapointId,Value,Timestamp
[28704] s_Demo_Dynamic_Scalar_Int16_28704,32675,2025-03-06T08:16:03.535Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,7962.9175,2025-03-06T08:16:03.535Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,7964.1187,2025-03-06T08:16:04.279Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-32609,2025-03-06T08:16:04.279Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-32378,2025-03-06T08:16:04.942Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,7965.2197,2025-03-06T08:16:04.942Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,7966.321,2025-03-06T08:16:05.646Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-32147,2025-03-06T08:16:05.646Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,7967.422,2025-03-06T08:16:06.350Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-31916,2025-03-06T08:16:06.350Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,7968.523,2025-03-06T08:16:07.054Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-31685,2025-03-06T08:16:07.054Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-31433,2025-03-06T08:16:07.758Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,7969.724,2025-03-06T08:16:07.758Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,7970.825,2025-03-06T08:16:08.462Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-31202,2025-03-06T08:16:08.462Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,7971.9263,2025-03-06T08:16:09.166Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-30971,2025-03-06T08:16:09.166Z
