DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,29385.828,2025-03-06T12:00:34.092Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,26909,2025-03-06T12:00:34.092Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29386.924,2025-03-06T12:00:34.750Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,27140,2025-03-06T12:00:34.751Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29388.02,2025-03-06T12:00:35.455Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,27371,2025-03-06T12:00:35.455Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29389.215,2025-03-06T12:00:36.159Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,27623,2025-03-06T12:00:36.159Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29390.31,2025-03-06T12:00:36.864Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,27854,2025-03-06T12:00:36.864Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29391.406,2025-03-06T12:00:37.568Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28085,2025-03-06T12:00:37.568Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29392.602,2025-03-06T12:00:38.272Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28337,2025-03-06T12:00:38.273Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29393.697,2025-03-06T12:00:38.975Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28568,2025-03-06T12:00:38.976Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29394.793,2025-03-06T12:00:39.680Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28799,2025-03-06T12:00:39.680Z
