DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,28216.812,2025-03-06T11:48:18.986Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22939,2025-03-06T11:48:18.987Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28217.908,2025-03-06T11:48:19.689Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22708,2025-03-06T11:48:19.690Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28219.004,2025-03-06T11:48:20.394Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22477,2025-03-06T11:48:20.394Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22225,2025-03-06T11:48:21.098Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28220.2,2025-03-06T11:48:21.098Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28221.195,2025-03-06T11:48:21.801Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22015,2025-03-06T11:48:21.801Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28222.39,2025-03-06T11:48:22.505Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21763,2025-03-06T11:48:22.505Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28223.486,2025-03-06T11:48:23.209Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21532,2025-03-06T11:48:23.209Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21301,2025-03-06T11:48:23.912Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28224.582,2025-03-06T11:48:23.912Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,28225.678,2025-03-06T11:48:24.616Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21070,2025-03-06T11:48:24.616Z
