DatapointId,Value,Timestamp
[28704] s_Demo_Dynamic_Scalar_Int16_28704,2716,2025-03-06T12:12:23.773Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30514.502,2025-03-06T12:12:23.773Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30515.598,2025-03-06T12:12:24.477Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,2947,2025-03-06T12:12:24.477Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30516.693,2025-03-06T12:12:25.179Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,3178,2025-03-06T12:12:25.180Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30517.889,2025-03-06T12:12:25.883Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,3430,2025-03-06T12:12:25.883Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30518.984,2025-03-06T12:12:26.587Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,3661,2025-03-06T12:12:26.587Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30520.08,2025-03-06T12:12:27.291Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,3892,2025-03-06T12:12:27.291Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30521.275,2025-03-06T12:12:27.995Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,4144,2025-03-06T12:12:27.995Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30522.371,2025-03-06T12:12:28.748Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,4375,2025-03-06T12:12:28.749Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30523.467,2025-03-06T12:12:29.402Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,4606,2025-03-06T12:12:29.402Z
