DatapointId,Value,Timestamp
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-10137,2025-03-06T11:16:22.400Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25168.965,2025-03-06T11:16:22.401Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25170.16,2025-03-06T11:16:23.153Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-9885,2025-03-06T11:16:23.153Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25171.256,2025-03-06T11:16:23.815Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-9654,2025-03-06T11:16:23.816Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25172.352,2025-03-06T11:16:24.519Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-9423,2025-03-06T11:16:24.520Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25173.547,2025-03-06T11:16:25.234Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-9171,2025-03-06T11:16:25.235Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25174.643,2025-03-06T11:16:25.983Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8940,2025-03-06T11:16:25.983Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8709,2025-03-06T11:16:26.683Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25175.738,2025-03-06T11:16:26.683Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25176.834,2025-03-06T11:16:27.345Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8478,2025-03-06T11:16:27.345Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25177.93,2025-03-06T11:16:28.049Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8247,2025-03-06T11:16:28.049Z
