DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,16643.797,2025-03-06T09:47:00.794Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,27565,2025-03-06T09:47:00.794Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,16644.893,2025-03-06T09:47:01.498Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,27796,2025-03-06T09:47:01.498Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,16645.988,2025-03-06T09:47:02.202Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28027,2025-03-06T09:47:02.202Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28279,2025-03-06T09:47:02.904Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,16647.184,2025-03-06T09:47:02.904Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,16648.28,2025-03-06T09:47:03.607Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28510,2025-03-06T09:47:03.608Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,16649.375,2025-03-06T09:47:04.311Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28741,2025-03-06T09:47:04.311Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,16650.47,2025-03-06T09:47:05.060Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,28972,2025-03-06T09:47:05.060Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,16651.666,2025-03-06T09:47:05.719Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,29224,2025-03-06T09:47:05.719Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,16652.762,2025-03-06T09:47:06.423Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,29455,2025-03-06T09:47:06.424Z
