DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,26105.99,2025-03-06T11:26:11.783Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-9198,2025-03-06T11:26:11.783Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,26107.186,2025-03-06T11:26:12.445Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8946,2025-03-06T11:26:12.445Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,26108.281,2025-03-06T11:26:13.148Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8715,2025-03-06T11:26:13.148Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,26109.377,2025-03-06T11:26:13.853Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8484,2025-03-06T11:26:13.853Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,26110.473,2025-03-06T11:26:14.560Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8253,2025-03-06T11:26:14.561Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,26111.568,2025-03-06T11:26:15.264Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-8022,2025-03-06T11:26:15.264Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,26112.764,2025-03-06T11:26:15.968Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-7770,2025-03-06T11:26:15.968Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,26113.86,2025-03-06T11:26:16.723Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-7539,2025-03-06T11:26:16.723Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,26114.955,2025-03-06T11:26:17.377Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-7308,2025-03-06T11:26:17.377Z
