DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,25743.312,2025-03-06T11:22:23.576Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20123,2025-03-06T11:22:23.576Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25744.408,2025-03-06T11:22:24.279Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-19892,2025-03-06T11:22:24.280Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25745.504,2025-03-06T11:22:24.983Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-19661,2025-03-06T11:22:24.983Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25746.6,2025-03-06T11:22:25.731Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-19430,2025-03-06T11:22:25.731Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25747.795,2025-03-06T11:22:26.391Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-19178,2025-03-06T11:22:26.391Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25748.89,2025-03-06T11:22:27.095Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-18947,2025-03-06T11:22:27.095Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25749.986,2025-03-06T11:22:27.799Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-18716,2025-03-06T11:22:27.799Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25751.082,2025-03-06T11:22:28.502Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-18485,2025-03-06T11:22:28.503Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,25752.178,2025-03-06T11:22:29.206Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-18254,2025-03-06T11:22:29.207Z
