DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,9255.271,2025-03-06T08:29:35.589Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22782,2025-03-06T08:29:35.589Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22530,2025-03-06T08:29:36.293Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9256.467,2025-03-06T08:29:36.293Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9257.5625,2025-03-06T08:29:36.996Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22299,2025-03-06T08:29:36.997Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9258.658,2025-03-06T08:29:37.700Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22068,2025-03-06T08:29:37.700Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21816,2025-03-06T08:29:38.410Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9259.854,2025-03-06T08:29:38.411Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9260.949,2025-03-06T08:29:39.164Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21585,2025-03-06T08:29:39.165Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9262.045,2025-03-06T08:29:39.817Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21354,2025-03-06T08:29:39.818Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9263.141,2025-03-06T08:29:40.522Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-21123,2025-03-06T08:29:40.523Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-20871,2025-03-06T08:29:41.225Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,9264.336,2025-03-06T08:29:41.225Z
