DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,30595.086,2025-03-06T12:13:14.468Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,19705,2025-03-06T12:13:14.468Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30596.182,2025-03-06T12:13:15.172Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,19936,2025-03-06T12:13:15.172Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30597.277,2025-03-06T12:13:15.877Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,20167,2025-03-06T12:13:15.877Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30598.473,2025-03-06T12:13:16.581Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,20419,2025-03-06T12:13:16.582Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30599.568,2025-03-06T12:13:17.285Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,20650,2025-03-06T12:13:17.285Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30600.664,2025-03-06T12:13:17.988Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,20881,2025-03-06T12:13:17.988Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30601.76,2025-03-06T12:13:18.692Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,21112,2025-03-06T12:13:18.692Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,21343,2025-03-06T12:13:19.396Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30602.855,2025-03-06T12:13:19.396Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,30604.05,2025-03-06T12:13:20.100Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,21595,2025-03-06T12:13:20.100Z
