DatapointId,Value,Timestamp
[88902] s_Demo_Dynamic_Scalar_Float_88902,29708.264,2025-03-06T12:03:56.826Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,29350,2025-03-06T12:03:56.827Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29709.36,2025-03-06T12:03:57.529Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,29581,2025-03-06T12:03:57.529Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,29812,2025-03-06T12:03:58.233Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29710.455,2025-03-06T12:03:58.233Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29711.65,2025-03-06T12:03:58.986Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,30064,2025-03-06T12:03:58.986Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29712.746,2025-03-06T12:03:59.640Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,30295,2025-03-06T12:03:59.640Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29713.842,2025-03-06T12:04:00.386Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,30526,2025-03-06T12:04:00.386Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29714.938,2025-03-06T12:04:01.048Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,30757,2025-03-06T12:04:01.048Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,30988,2025-03-06T12:04:01.752Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29716.033,2025-03-06T12:04:01.752Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29717.229,2025-03-06T12:04:02.456Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,31240,2025-03-06T12:04:02.456Z
