DatapointId,Value,Timestamp
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-24121,2025-03-06T11:58:01.902Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29143.777,2025-03-06T11:58:01.902Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29144.873,2025-03-06T11:58:02.607Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-23890,2025-03-06T11:58:02.607Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29146.068,2025-03-06T11:58:03.356Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-23638,2025-03-06T11:58:03.356Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29147.164,2025-03-06T11:58:04.013Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-23407,2025-03-06T11:58:04.013Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29148.26,2025-03-06T11:58:04.717Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-23176,2025-03-06T11:58:04.717Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22924,2025-03-06T11:58:05.421Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29149.455,2025-03-06T11:58:05.421Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29150.55,2025-03-06T11:58:06.124Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22693,2025-03-06T11:58:06.124Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22462,2025-03-06T11:58:06.876Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29151.646,2025-03-06T11:58:06.876Z
[88902] s_Demo_Dynamic_Scalar_Float_88902,29152.742,2025-03-06T11:58:07.531Z
[28704] s_Demo_Dynamic_Scalar_Int16_28704,-22231,2025-03-06T11:58:07.531Z
